,head,relation,tail,literal,narrative,dialogue,speakers,PersonX,PersonY,PersonZ,original_index,split,head_answer,pmi_head_answer,relation_tail_answer,pmi_relation_tail_answer
499,PersonX starts to call PersonY,xIntent,to make PersonY feel better,Krystin starts to call Cason because Krystin wants to make Cason feel better.,Krystin calls Cason to tell him she is thinking of him and to try and make him feel better. Krystin says she misses Cason and wants to know how he is doing.,"['Hey Cason, I was just thinking about you and wanted to check in. How are you doing?'
 ""I'm doing alright, I guess. Just missing you a lot.""
 ""I miss you too. It's hard being apart from you.""
 'Yeah, I know. But at least we can talk on the phone or online. That helps a little bit.'
 'Yeah, it does. But I still wish we could be together in person.'
 ""Me too. But hopefully we'll be able to see each other soon.""
 ""I hope so too. In the meantime, if you ever need to talk, don't hesitate to call me. I'm always here for you.""
 'Thanks, Krystin. That means a lot to me.']",['Krystin' 'Cason' 'Krystin' 'Cason' 'Krystin' 'Cason' 'Krystin' 'Cason'],Krystin,Cason,,4367710,train,Yes,Yes,Yes,Yes
500,PersonX regrets PersonY's announcement,xWant,to make PersonY feel better,Jamauri regrets Dannielle's announcement. Now Jamauri wants to make Dannielle feel better.,Jamauri felt terrible when she saw the hurt look on Dannielle's face after she announced that she was moving away. Jamauri wished she could take back her words and make Dannielle feel better.,"[""I'm sorry, Dannielle. I didn't mean to hurt you.""
 ""You didn't hurt me. I'm just surprised, that's all. I thought we were friends.""
 'We are friends. I just...I need to do this for myself. I hope you can understand.'
 ""I do understand. It's just going to be lonely here without you.""
 'I know. But maybe we can stay in touch? Write letters or something?'
 'Yeah, that would be nice.' ""I'm really going to miss you, Dannielle.""
 ""I'm going to miss you too, Jamauri.""]","['Jamauri' 'Dannielle' 'Jamauri' 'Dannielle' 'Jamauri' 'Dannielle'
 'Jamauri' 'Dannielle']",Jamauri,Dannielle,,4375441,train,Yes,Yes,No,No
501,PersonX doesn't feel good about PersonY,xWant,to make PersonY feel better,Alain doesn't feel good about Brayan. Now Alain wants to make Brayan feel better.,Alain didn't feel good about what she had done to Brayan. Now Alain wants to make Brayan feel better by apologizing and buying her a new pencil case.,"[""Hey, Brayan. I'm really sorry about what happened yesterday. I know I threw your pencil case across the room and it broke, and I feel terrible about it.""
 ""Yeah, I was pretty upset when it happened. But it's not like you did it on purpose or anything, so I don't really hold it against you.""
 'Still, I want to make it up to you. Here, let me buy you a new pencil case.'
 ""That's not necessary, but thank you for offering.""
 ""I insist. It's the least I can do.""
 ""Well, if you're sure, then thank you.""]",['Alain' 'Brayan' 'Alain' 'Brayan' 'Alain' 'Brayan'],Alain,Brayan,,4394726,train,Yes,Yes,Yes,Yes
502,PersonX puts a sweater on PersonY,xIntent,to make PersonY feel better,Shyann puts a sweater on Caila because Shyann wants to make Caila feel better.,Shyann took a sweater off the shelf and put it on Caila because Caila looked cold.,"['You looked cold, so I put this sweater on you.'
 'Thank you, Shyann. I appreciate it.'
 ""You're welcome. How are you doing?""
 ""I'm doing well, thanks for asking. And you?""]",['Shyann' 'Caila' 'Shyann' 'Caila'],Shyann,Caila,,4399716,train,Yes,Yes,Yes,Yes
503,PersonX places the medals on PersonY's chest,xWant,to make PersonY feel better,Griselda places the medals on Junior's chest. Now Griselda wants to make Junior feel better.,Griselda placed the medals on Junior's chest and then proceeded to give him a hug. He wanted Junior to feel better and know that he was supported.,"['Hey, how are you feeling?' ""I'm feeling better, thanks for asking.""
 ""That's great! I'm really glad to hear that.""
 ""Yeah, I'm just ready to move on and put this all behind me.""
 ""I completely understand. It's been a tough few weeks for you. But I want you to know that I'm here for you and so is everyone else. We all support you and are rooting for you.""
 'Thank you, Griselda. That means a lot to me.']",['Griselda' 'Junior' 'Griselda' 'Junior' 'Griselda' 'Junior'],Griselda,Junior,,4414160,train,Yes,Yes,Yes,Yes
504,PersonX puts in PersonY's time,xIntent,to make PersonY feel better,Deontre puts in Wednesday's time because Deontre wants to make Wednesday feel better.,"Deontre wanted to make Wednesday feel better, so she put in Wednesday's time. She looked out for her and made sure she was comfortable.","['Hey, are you doing okay?' ""Yeah, I'm just a little overwhelmed.""
 'Do you want to talk about it?'
 ""I don't know. It's just everything is happening so fast and I don't know how to keep up.""
 ""You don't have to keep up with everything. Just take your time and focus on what's important to you.""
 ""But what if I can't figure out what's important?""
 ""That's okay too. We can figure it out together. Just take a breath and relax, okay? Everything will be alright.""]","['Deontre' 'Wednesday' 'Deontre' 'Wednesday' 'Deontre' 'Wednesday'
 'Deontre']",Deontre,Wednesday,,4420094,train,Yes,Yes,Yes,Yes
505,PersonX knows how to treat PersonY,xWant,to make PersonY feel better,Elektra knows how to treat Haddie. Now Elektra wants to make Haddie feel better.,Elektra knows how to treat Haddie because she has been Haddie's friend for a long time. Elektra wants to make Haddie feel better by doing something that will make her happy.,"[""Hi, Haddie. I'm so sorry to hear about what happened.""
 'Thanks, Elektra. I really appreciate your being here for me.'
 'Of course, Haddie. I care about you a lot and want to help you feel better. Is there anything I can do?'
 '' ""Sure, anything! Just name it and I'll do my best to make it happen.""
 ""Could you please come with me to the park? Just for a walk or something? I really don't feel like being alone right now and could use the company.""
 ""Of course! Let's go now before it gets too late.""
 'Thank you so much, Elektra. This really means a lot to me.'
 ""Don't worry about it, Haddie. I'm happy to help.""]","['Elektra' 'Haddie' 'Elektra' 'Haddie' 'Elektra' 'Haddie' 'Elektra'
 'Haddie' 'Elektra']",Elektra,Haddie,,4435709,train,Yes,Yes,Yes,Yes
506,PersonX gives PersonY confidence,xIntent,to make PersonY feel better,Cassaundra gives Myriah confidence because Cassaundra wants to make Myriah feel better.,"Cassaundra patted Myriah's back in an effort to give him some confidence. Cassaundra wanted Myriah to feel better, so he made an effort to be supportive.","[""Hey, it's going to be okay.""
 ""I don't know, Cassaundra. This feels like a lot.""
 ""Hey, look at me. It's going to be fine. We'll get through this together, okay?""
 'Okay.'
 ""Good. Now, let's go over this again. What do you think our plan should be?""
 ""I'm not sure. What do you think?""
 ""Well, I think we should start by talking to the teacher. Maybe they can help us figure out what's going on.""
 'Yeah, that makes sense.'
 ""Okay, good. So let's go talk to the teacher together, and then we'll go from there. Sound good?""
 'Yeah, sounds good. Thanks Cassaundra.']","['Cassaundra' 'Myriah' 'Cassaundra' 'Myriah' 'Cassaundra' 'Myriah'
 'Cassaundra' 'Myriah' 'Cassaundra' 'Myriah']",Cassaundra,Myriah,,4449526,train,Yes,Yes,Yes,Yes
507,PersonX's thought is directed at PersonY,xIntent,to make PersonY feel better,Alanis' thought is directed at Jancarlos because Alanis wants to make Jancarlos feel better.,Alanis told Jancarlos about a time when she was in a tough spot and how she got through it. She reassured Jancarlos that she was strong and could get through this too.,"[""I remember when I was in a tough spot once. I felt like I had nowhere to turn and no one to help me. But I got through it. I'm stronger now because of it.""
 'How did you get through it? What did you do?'
 ""It wasn't easy, but I just kept going. I told myself that I could get through anything if I just kept moving forward. And eventually, things started getting better. It takes time, but things will get better for you too, Jancarlos. Just keep going and don't give up on yourself.""
 'Thank you, Alanis. That means a lot to me.'
 ""I'm glad I could help, Jancarlos. Remember, you're strong and you can get through this. Just keep moving forward one day at a time.""]",['Alanis' 'Jancarlos' 'Alanis' 'Jancarlos' 'Alanis'],Alanis,Jancarlos,,4464752,train,Yes,Yes,Yes,Yes
508,PersonX fills PersonY's head with dreams,xIntent,to make PersonY feel better,Liv fills Makaio's head with dreams because Liv wants to make Makaio feel better.,Liv tells Makaio about a party that he went to where there was a huge cake. The cake was so big that it took up the whole table. Liv says that everyone at the party was eating slices of the cake and that it was really delicious.,"['Hey Makaio, I wanted to tell you about the party I went to last weekend. There was this huge cake that took up the whole table. It was really delicious and everyone at the party was eating slices of it.'
 ""Wow, that sounds like it was a really great party! I'm so jealous that I didn't get to go. What kind of cake was it?""
 ""It was a chocolate cake with chocolate frosting. It was so rich and moist. I'm sure you would have loved it.""
 ""That does sound really delicious. I'm definitely going to have to try to get my hands on some of that cake next time. Thanks for letting me know about the party, Liv!""]",['Liv' 'Makaio' 'Liv' 'Makaio'],Liv,Makaio,,4470217,train,Yes,Yes,No,No
509,PersonX and PersonY share a drink,xIntent,to make PersonY feel better,Davien and Eunice share a drink because Davien wants to make Eunice feel better.,Davien and Eunice are at the bar. Davien buys Eunice a drink and they talk for a while. Eunice feels better after talking to Davien.,"[""So what's been going on?""
 ""Just the usual, I guess. Work's been stressful, my relationship is kind of on the rocks...""
 'Yeah, I know how that feels. My job has been crazy lately too. And my boyfriend and I are also having some problems.'
 ""It's just hard when you feel like you're not really sure where things are going, you know?""
 ""Absolutely. It's like you're just holding on and hoping for the best but not really knowing what to expect.""
 ""Exactly! And then when things don't go the way you want them to, it's just so frustrating and disappointing.""
 ""Yeah, I totally get that. But sometimes things happen for a reason, even if we don't understand it at the time. So maybe this is all happening for a reason that will eventually become clear to you.""
 ""That's a good way to look at it. Thanks for talking to me, Davien. I feel better already.""]",['Davien' 'Eunice' 'Davien' 'Eunice' 'Davien' 'Eunice' 'Davien' 'Eunice'],Davien,Eunice,,4470875,train,Yes,Yes,Yes,No
